token_idx,sentiment_label
"[1338, 807, 78, 31, 1, 776, 35, 9599, 134, 673, 50, 74, 9, 142, 105, 31, 1, 664, 1839, 61, 1862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[134, 3, 76, 17, 10, 897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[74, 9, 40, 2661, 146, 2305, 12, 2297, 50, 308, 2111, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[50, 1727, 9599, 104, 335, 551, 592, 31, 229, 1, 173, 592, 1717, 9, 1295, 327, 276, 375, 2741, 2978, 146, 2979, 12, 1489, 9, 2701, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 1254, 2877, 1205, 1251, 173, 2985, 328, 3, 1, 78, 2986, 226, 2987, 2988, 448, 2989, 2115, 90, 2990, 17, 1208, 31, 2991, 1413, 1, 70, 9, 1288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3367, 3368, 1716, 146, 3369, 693, 50, 3, 2265, 614, 5, 2060, 5, 1, 1436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3470, 2169, 467, 65, 68, 784, 51, 12, 3315, 31, 3471, 3472, 114, 1, 9599, 2686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[52, 882, 2594, 9, 1188, 1208, 3, 5, 81, 3473, 117, 1511, 9599, 545, 282, 3474, 5, 3475, 330, 6, 405, 690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3946, 3947, 677, 2060, 110, 1, 3948, 229, 1982, 79, 3325, 1524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[103, 1737, 4028, 174, 65, 1, 9599, 3365, 90, 9599, 235, 1, 1892, 12, 9599, 253, 114, 1, 4029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[17, 1120, 4917, 235, 4183, 57, 13, 835, 603, 778, 5, 6, 4918, 134, 78, 3, 17, 1367, 12, 3055, 12, 163, 1116, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 104, 105, 21, 17, 240, 1356, 13, 370, 1343, 522, 5, 6, 4919, 2912, 114, 1, 3700, 2482, 4920, 31, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3128, 110, 81, 3193, 4257, 1076, 12, 81, 3087, 4284, 1, 116, 1524, 177, 84, 146, 862, 114, 1, 2469, 1124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[17, 332, 4921, 3460, 31, 107, 70, 775, 251, 12, 2039, 3021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 4922, 9599, 58, 781, 374, 701, 2512, 552, 74, 177, 5, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[74, 9, 1524, 114, 4923, 2488, 13, 9599, 13, 370, 3761, 229, 2039, 454, 1625, 1683, 102, 2293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1740, 3830, 5, 9599, 4721, 3879, 13, 330, 19, 4930, 4564, 4931, 17, 9599, 528, 9599, 9, 727, 12, 1, 4932, 31, 74, 87, 3591, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[68, 1500, 4933, 4934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[52, 53, 532, 65, 396, 4935, 5, 57, 65, 53, 370, 457, 366, 12, 1, 614, 3040, 31, 993, 2196, 4193, 53, 858, 53, 532, 117, 1, 626, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[134, 2564, 418, 2858, 1, 503, 9, 1604, 229, 1, 4936, 79, 1999, 31, 9599, 5, 17, 837, 764, 31, 133, 9, 4937, 5, 2549, 114, 229, 196, 176, 621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[81, 57, 2677, 542, 65, 372, 1203, 2446, 1688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[4938, 4862, 827, 185, 235, 520, 12, 308, 1331, 1332, 89, 90, 4939, 74, 189, 58, 68, 2330, 5, 3032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 4944, 251, 1725, 4945, 226, 638, 44, 4946, 84, 1167, 9599, 12, 3706, 4652, 1096, 87, 1, 4947, 31, 2554, 1645, 4948, 84, 17, 240, 220, 1770, 12, 1411, 586, 4949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[110, 2302, 1002, 4950, 9599, 17, 2966, 12, 4951, 4952, 12, 4953, 12, 3157, 3639, 743, 74, 9, 522, 5, 16, 53, 4954, 2107, 364, 1016, 135, 522, 2126, 12, 560, 1557, 1, 4461, 768, 87, 701, 9599, 31, 1379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1954, 1246, 375, 559, 4656, 12, 9599, 4955, 81, 71, 83, 84, 836, 13, 173, 4956, 776, 9599, 110, 1911, 4957, 1207, 4958, 12, 708, 1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 3025, 4335, 251, 3, 528, 17, 4335, 251, 12, 4969, 31, 1, 4970, 1390, 76, 6, 1810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[829, 4971, 3787, 35, 4972, 235, 535, 57, 12, 4973, 522, 4974, 3041, 31, 776, 13, 74, 660, 76, 627, 50, 3506, 68, 1118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[308, 189, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1303, 9, 1020, 5, 4979, 12, 1363, 410, 17, 1032, 31, 74, 4980, 4981, 9599, 9, 1947, 353, 65, 1, 4847, 3260, 374, 9599, 3246, 560, 65, 167, 65, 4982, 1754, 9, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1262, 75, 76, 1340, 1, 1637, 4983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[104, 17, 1235, 4987, 4480, 12, 4988, 17, 1033, 2098, 31, 1408, 878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[264, 50, 168, 1505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 79, 4989, 5, 6, 441, 1832, 12, 620, 54, 87, 117, 1702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[235, 1, 3128, 5003, 31, 1, 2530, 4362, 4977, 9, 1620, 1246, 1, 2377, 53, 39, 77, 1, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[13, 74, 1221, 2017, 6, 1, 355, 12, 173, 3496, 859, 31, 1, 4088, 2566, 5007, 1647, 105, 31, 1, 5007, 21, 1, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[446, 432, 189, 250, 134, 70, 12, 308, 2297, 13, 114, 1, 5008, 855, 302, 1042, 5009, 189, 3889, 1, 158, 31, 292, 446, 522, 5, 58, 5010, 17, 9599, 1279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5011, 199, 79, 330, 6, 405, 68, 623, 31, 1, 9599, 31, 4661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5012, 4025, 1, 1787, 31, 701, 936, 226, 9599, 5013, 5, 9599, 9, 5014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[4643, 17, 3286, 1624, 9599, 5015, 3898, 9599, 1669, 5016, 5017, 9, 323, 1752, 1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[50, 52, 53, 3172, 313, 17, 3514, 1960, 12, 5018, 17, 934, 5019, 31, 3768, 301, 9, 2657, 59, 5, 6, 364, 530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[3795, 3795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1, 3842, 3843, 433, 3435, 5, 17, 251, 13, 2128, 5, 6, 5020, 114, 1, 3979, 31, 924, 57, 50, 1, 79, 4163, 235, 146, 862, 5021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[805, 253, 3, 4339, 609, 768, 324, 31, 1, 2150, 270, 110, 1, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 70, 13, 117, 146, 355, 75, 76, 560, 16, 1, 173, 253, 31, 146, 936, 1510, 50, 5029, 374, 1, 5030, 31, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[141, 5033, 134, 632, 1562, 79, 235, 375, 1044, 17, 5034, 31, 5035, 9599, 3, 4830, 9, 385, 5, 1645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[226, 113, 4323, 5036, 12, 1275, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3147, 3, 5037, 656, 12, 114, 17, 1553, 302, 2001, 87, 31, 9599, 9, 2792, 768, 375, 17, 196, 3147, 31, 349, 473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[3250, 1690, 104, 1722, 5047, 1, 5048, 3963, 31, 9599, 971, 114, 5049, 31, 68, 4213, 5050, 1752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[52, 53, 532, 190, 5, 58, 59, 110, 74, 53, 1390, 76, 77, 2018, 226, 1, 829, 5051, 31, 5052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[926, 560, 9599, 522, 5, 9599, 146, 180, 4622, 5054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[53, 469, 58, 5, 6, 17, 173, 2938, 1399, 40, 5, 6, 1353, 226, 134, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1139, 9, 5062, 593, 1886, 105, 9599, 21, 9599, 31, 5063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[68, 408, 5067, 31, 70, 5068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2245, 12, 218, 439, 169, 5, 680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[603, 269, 600, 31, 1, 601, 1401, 68, 4549, 114, 3166, 5, 5070, 552, 17, 5071, 934, 4453, 189, 5072, 12, 40, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[17, 1242, 519, 31, 5075, 356, 13, 384, 17, 101, 31, 17, 971, 229, 231, 2039, 5076, 3001, 17, 5077, 1449, 1450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 9, 17, 2771, 522, 4648, 229, 1, 1265, 1118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[17, 9599, 955, 841, 13, 9599, 55, 4515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[134, 2564, 75, 4355, 559, 5, 271, 12, 5, 1, 3611, 1232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[89, 90, 250, 133, 3720, 189, 1598, 1, 10, 1140, 1388, 50, 240, 189, 1598, 1, 70, 4146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 9, 1, 1875, 9599, 5098, 31, 141, 103, 1761, 4924, 57, 9599, 13, 410, 3482, 5099, 5100, 17, 339, 757, 2566, 3137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[355, 879, 65, 5105, 761, 65, 167, 68, 1814, 31, 1, 5106, 5107, 65, 17, 2701, 856, 5, 1, 5108, 2095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 104, 146, 1622, 50, 74, 3, 17, 785, 5109, 5110, 31, 17, 70, 12, 9599, 1476, 2577, 17, 1705, 4565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[1508, 146, 2427, 1314, 660, 76, 2099, 2219, 68, 459, 12, 1580, 994, 1908, 226, 17, 1051, 638, 5, 680, 12, 74, 9, 17, 1826, 3481, 114, 1, 1856, 775, 1232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2402, 50, 136, 137, 229, 3772, 9, 429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 1227, 12, 1104, 31, 2493, 1765, 370, 114, 622, 1087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5120, 229, 5121, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[835, 108, 3314, 171, 755, 1, 3464, 1522, 9599, 31, 1, 1127, 3559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[74, 9, 17, 1515, 117, 1, 5125, 110, 195, 5126, 12, 3768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[2332, 3, 76, 13, 167, 130, 235, 505, 17, 1464, 1692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 79, 2214, 1, 9599, 1088, 13, 4023, 1139, 1735, 5, 58, 9599, 5133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[5134, 1, 5135, 3, 3968, 4396, 12, 5136, 439, 2246, 757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[74, 9, 61, 9599, 1074, 3927, 12, 17, 1597, 5137, 50, 247, 2054, 625, 5138, 5139, 12, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"[484, 110, 2965, 50, 2483, 9599, 2293, 375, 9599, 114, 146, 862, 5148, 1600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[2203, 17, 2357, 605, 31, 146, 936, 217, 12, 2916, 1426, 13, 3638, 74, 323, 773, 141, 1465, 58, 551, 17, 246, 2753, 9599, 9599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[301, 3, 970, 530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
